old.area.rank,code.ministry,code.smis,code.percode,name.th,name.en,principal,class,network,village,tambon,amphoe,province,postcode,email,website,administration,tel,fax,est,dist.toarea,dist.toamphoe,size,electricity,number.teachers,number.students,number.classrooms,updated,old.area.code,province.code,new.area.code,region,province.name,new.area.name,count.principal,count.viceprincipal,count.teacher,count.assistant,count.empperm,count.staff,count.emptemp,sum.execs,sum.teachers,time.staffdataretrieved
17,1050130995,50032002,130995,อรุโณทัยวิทยาคม,Arunothaiwittayakom,นางรัตติกรณ์ สุขดี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 10 อรุโณทัย,เมืองนะ,เชียงดาว,เชียงใหม่,50170,arunothai.cm@gmail.com,www.anw-cm.ac.th,เมืองนะ,053-045559,053-045559,2535,120.0,50.0,l,y,54,974,29,26 กุมภาพันธ์ 2564 เวลา 19:19:32 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,2,35,9,0,1,3,3,44,2021-07-09 04:13:14.088551
18,1050131005,50032004,131005,ฝางชนูปถัมภ์,Fangchanupathum,นายประวัติ ผันผาย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 สองแคว,สันทราย,ฝาง,เชียงใหม่,50110,fangchanu@hotmail.com,www.fangchanu.ac.th,องค์การบริหารส่วนตำบลสันทราย,053-883398,053883398,9 มิถุนายน 2504,150.0,7.0,l,y,125,1682,46,01 มิถุนายน 2560 เวลา 08:48:05 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,2,62,16,0,1,33,3,78,2021-07-09 04:13:14.749549
19,1050131019,50032007,131019,เวียงแหงวิทยาคม,Wianghaengwittayakom School Chaing Mai,นางภักดิ์ศรินญา คมน์สุทธิแสน,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 กองลม,เมืองแหง,เวียงแหง,เชียงใหม่,50350,wkwit@hotmail.com,http://www.wksc.ac.th,เมืองแหง,053-477053,053477053,2526,140.0,3.0,l,y,52,838,25,15 สิงหาคม 2562 เวลา 08:30:41 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,2,34,4,2,1,7,3,38,2021-07-09 04:13:15.336701
20,1050131020,50032008,131020,ไชยปราการ,chaiprakarn,นางสาวภัทรภร จิตประจง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 ห้วยไผ่,หนองบัว,ไชยปราการ,เชียงใหม่,50320,cpk.school@hotmail.com,www.chaiprakarn.ac.th,ไชยปรากร,053-457031,053457033,2509,130.0,2.0,m,y,37,508,19,29 พฤศจิกายน 2562 เวลา 15:32:23 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,1,30,0,2,0,7,2,30,2021-07-09 04:13:15.896310
21,1050131009,50042001,131009,สันป่าตองวิทยาคม,Sanpatong Wittayakom School,นายเจียมพดล ไชยยาลักษณ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 11 ศาลา,ยุหว่า,สันป่าตอง,เชียงใหม่,50120,sanpatong@svk.ac.th,www.svk.ac.th,ยุหว่า,053311360,053311360,14 กรกฎาคม 2503,35.0,4.0,x,y,125,2376,64,04 พฤศจิกายน 2563 เวลา 15:47:43 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,4,109,5,0,1,6,5,114,2021-07-09 04:13:16.553373
22,1050131010,50042002,131010,เทพศิรินทร์ เชียงใหม่,Debsirin Chiang Mai School,นายชวินทร์ณวัฒน์ ณ ลำพูน,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 บ้านน้ำบ่อหลวง,น้ำบ่อหลวง,สันป่าตอง,เชียงใหม่,50120,schooldsc@gmail.com,www.dsc.ac.th,น้ำบ่อหลวง,052000185,052000185,12/02/2522,25.0,8.0,m,y,39,515,23,23 เมษายน 2563 เวลา 10:27:24 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,1,23,4,1,1,10,2,27,2021-07-09 04:13:17.128745
23,1050131013,50042003,131013,หางดงรัฐราษฎร์อุปถัมภ์,HANGDONGRATHRATHUPATHUM,นายศรันย์ วรรณรัตน์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 แม่ขัก,หางดง,หางดง,เชียงใหม่,50230,webadmin@hangdong.ac.th,www.hangdang.ac,หางดง,053441809,053441809,พ.ศ. 2519,30.0,1.5,l,y,94,1184,40,29 กรกฎาคม 2563 เวลา 16:59:37 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,0,59,6,3,2,25,1,65,2021-07-09 04:13:17.755003
24,1050131018,50042004,131018,สารภีพิทยาคม,sarapeepittayakom,นายวุฒิไกร วรรณการ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 ยางเนิ้ง,ยางเนิ้ง,สารภี,เชียงใหม่,50140,sppschool@gmail.com,www.sarapee.ac.th,ยางเนิ้ง,053321254,053325714,21 พฤศจิกายน 2521,25.0,0.5,l,y,68,864,31,16 เมษายน 2564 เวลา 15:36:43 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,2,38,9,1,1,19,3,47,2021-07-09 04:13:18.433126
25,1050131021,50042005,131021,บ้านกาดวิทยาคม,BANKADWITTAYAKOM,นายสมชาย สันกลกิจ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 ดอนเปา,ดอนเปา,แม่วาง,เชียงใหม่,50360,bkwschool@hotmail.com,www.bankad.ac.th,แม่วาง,053489170,053489116,2 มิถุนายน 2520,33.0,5.0,l,y,35,654,20,25 พฤษภาคม 2561 เวลา 13:48:47 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,1,32,0,0,0,0,2,32,2021-07-09 04:13:19.001791
26,1050131023,50042006,131023,สองแคววิทยาคม,Songkwaewittayakom School,นางระพีพรรณ สุขสงวน,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 14 ดอยหล่อ,ดอยหล่อ,ดอยหล่อ,เชียงใหม่,50160,songkwaewit@secondary34.go.th,http://songkwaewittayakom.ac.th/,ดอยหล่อ,052080838,052080839,พ.ศ. 2520,50.0,2.0,m,y,41,558,20,04 พฤศจิกายน 2563 เวลา 17:28:29 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,1,18,8,1,1,6,2,26,2021-07-09 04:13:19.570759
27,1050131024,50042007,131024,สันติสุข,santisuk,นายศราวุฒิ ขันยา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 6 บ้านใหม่หนองหอย,สันติสุข,ดอยหล่อ,เชียงใหม่,50160,santisukschoolcm@gmail.com,www.santisuk.ac.th,สันติสุข,053106871,053106871,13 มกราคม2536,50.0,20.0,m,y,29,295,15,17 สิงหาคม 2563 เวลา 10:21:52 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,0,18,4,2,1,3,1,22,2021-07-09 04:13:20.175471
28,1050130991,50052001,130991,จอมทอง,Chomthong,นายพิพัฒน์ สายสอน,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 15,ข่วงเปา,จอมทอง,เชียงใหม่,50160,chomthong@hotmail.com,www.chomthong.ac.th/,ข่วงเปา,053-341163,053-341033,3 มิถุนายน พ.ศ. 2503,70.0,4.0,x,y,111,2077,65,25 พฤษภาคม 2561 เวลา 13:49:18 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,3,92,7,0,2,6,4,99,2021-07-09 04:13:20.794677
29,1050130992,50052002,130992,แม่แจ่ม,maechaem,นายนิกร แก้วคำดี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 12 ช่างเคิ่งบน,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่,50270,maechaem@secondary34.go.th,www.maechaem.ac.th,เทศบาลตำบลแม่แจ่ม,053-485104,053-485104,2518,122.0,2.0,l,y,86,1283,35,09 ธันวาคม 2563 เวลา 11:52:36 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,3,54,10,1,1,20,4,64,2021-07-09 04:13:21.416128
30,1050131014,50052004,131014,ฮอดพิทยาคม,Hotpittakom,นายระวี คงภาษี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 10 หางดง,หางดง,ฮอด,เชียงใหม่,50240,school@hpk.ac.th,www.hpk.ac.th,ท่าข้าม,"053-461109 ,461",053461109,2515,90.0,3.0,l,y,68,1073,33,31 ตุลาคม 2562 เวลา 10:01:08 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,2,48,3,0,3,9,3,51,2021-07-09 04:13:21.985521
31,1050131015,50052005,131015,ดอยเต่าวิทยาคม,Doitao Wittayakom School,นางสาวสมจิต ตาคำแสง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 บ้านแปลง 3,ท่าเดื่อ,ดอยเต่า,เชียงใหม่,50260,dt-school@hotmail.com,http://www.doitao.ac.th,เทศบาลตำบลมืดกา-ท่าเดื่อ,053-469103,053-469104,19/06/2519,135.0,1.0,l,y,58,813,32,05 มกราคม 2561 เวลา 10:24:23 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,2,36,6,1,2,12,3,42,2021-07-09 04:13:22.571097
32,1050131016,50052006,131016,อมก๋อยวิทยาคม,Omkoiwittakhom,นายทัณฑธร อินทะวงศ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 -,อมก๋อย,อมก๋อย,เชียงใหม่,50310,omkoiwit@yahoo.com,omkoi.ac.th/web/,อมก๋อย,"053-467061,(fax",053467124,เดือน กรกฎาคม พ.ศ. 2499,182.0,200.0,l,y,70,1085,33,18 พฤษภาคม 2558 เวลา 13:30:35 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,2,38,22,0,3,4,3,60,2021-07-09 04:13:23.146010
33,1050131017,50052007,131017,แม่ตื่นวิทยาคม,MaetuenWittayacom,นายสุวิทย์ เหลืองทอง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 บ้านใหม่,แม่ตื่น,อมก๋อย,เชียงใหม่,50310,mtwit2524@hotmail.com,www.mtwit.com,แม่ตื่น,053-903924-5,053460074,04112524,255.0,75.0,l,y,41,628,22,09 กันยายน 2563 เวลา 10:40:16 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,1,19,12,1,1,4,2,31,2021-07-09 04:13:23.731123
34,1050131065,50052008,131065,มัธยมกัลยาณิวัฒนาเฉลิมพระเกียรติ,MATTAYOMGALYANIVADHANACHALERMPRAKIAT,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ้านห้วยบง,บ้านจันทร์,แม่แจ่ม,เชียงใหม่,58130,mgcgallaya@gmail.com,www.mgc.ac.th/,อบต.,053317626,053317626,12 พฤศจิกายน 2557,165.0,5.0,m,y,15,232,10,29 ตุลาคม 2563 เวลา 15:11:09 น.,34,50,12,N,เชียงใหม่,เชียงใหม่,1,0,12,3,0,0,3,1,15,2021-07-09 04:13:24.321476
35,1058420347,58012001,420347,ห้องสอนศึกษา ในพระอุปถัมภ์ฯ,Hongsonsuksa school under the Patronage of HRH Princess Petcharat Rajsuda Sirisopaphannawadee.,นายอัครวัฒน์ อรัญภูมิ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1/17 -,จองคำ,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,58000,-,www.hongson.ac.th,แม่ฮ่องสอน,0-5361-1349,0-5361-1349,2445,250.0,2.0,x,y,106,1562,45,04 พฤศจิกายน 2563 เวลา 15:25:23 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,1,2,56,19,4,1,20,3,75,2021-07-09 04:13:24.959206
36,1058420349,58012003,420349,ขุนยวมวิทยา,khunyuamwittaya,นายประสิทธิ เข็มสุวรรณ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 ขุนยวม,ขุนยวม,ขุนยวม,แม่ฮ่องสอน,58140,-,www.khunyuam.ac.th,ขุนยวม,0-5369-1107,053691107,15/05/2515,300.0,1.0,l,y,69,1082,32,26 ตุลาคม 2561 เวลา 08:11:07 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,0,0,49,6,2,3,11,0,55,2021-07-09 04:13:25.616149
37,1058420350,58012004,420350,ปายวิทยาคาร,Paiwittayakarn,นายวรศักดิ์ ฤทธากันต์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 104 บ้านเวียงใต้,เวียงใต้,ปาย,แม่ฮ่องสอน,58130,,pwtk.ac.th,เทศบาลตำบลปาย,0-5369-92160927316745,053699216,พ.ศ.2510,150.0,1.0,l,y,69,1121,31,18 มิถุนายน 2562 เวลา 13:25:00 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,1,2,40,15,1,2,8,3,55,2021-07-09 04:13:26.190549
38,1058420357,58012006,420357,ปางมะผ้าพิทยาสรรพ์,Pangmaphapittayasan,นางกัญญา สมบูรณ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 100 บ้านสบป่อง,สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,58150,pangmaphapit@gmail.com,www.pmpp.ac.th,สบป่อง,0-5361-7182,053617182,23 ธันวาคม 2547,130.0,0.5,m,y,25,322,15,20 มิถุนายน 2562 เวลา 09:11:40 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,1,1,8,10,1,0,4,2,18,2021-07-09 04:13:26.744220
39,1058420353,58022001,420353,แม่สะเรียง(บริพัตรศึกษา),Maesarieng Boripat Suksa,นายบำรุงศักดิ์ บูระสิทธิ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 315 บ้านท่าข้าม,บ้านกาศ,แม่สะเรียง,แม่ฮ่องสอน,58110,boripat@obec.go.th,www.boripat.ac.th/,บ้านกาศ,053-681250-1,053681336,2477,194.0,3.0,x,y,105,1727,50,21 เมษายน 2564 เวลา 15:43:46 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,1,2,72,12,2,3,11,3,84,2021-07-09 04:13:27.377130
40,1058420355,58022002,420355,สบเมยวิทยาคม,Sobmoeiwittayakom School,นายสุทัศน์ เอี่ยมแสง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 แม่เกาะ,แม่คะตวน,สบเมย,แม่ฮ่องสอน,58110,sobmoei.sw@gmail.com,www.sobmoei.ac.th,แม่คะตวน,053-618106,053618106,11 มิถุนายน 2538,210.0,5.0,l,y,42,703,21,18 มิถุนายน 2562 เวลา 10:33:43 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,1,1,24,13,0,4,2,2,37,2021-07-09 04:13:27.976486
41,1058420356,58022003,420356,เฉลิมรัชวิทยาคม,chalermrushwittayakom school,นายอัมพวาร อิตุพร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 กองก๋อย,กองก๋อย,สบเมย,แม่ฮ่องสอน,58110,chalermrush@hotmail.com,data.bopp-obec.info/web/?School_ID=1058420356,อบต.กองก๋อย,053615990,053615990,วันที่ 30 เมษายน 2539,169.0,73.0,m,y,25,297,15,04 กรกฎาคม 2561 เวลา 16:40:06 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,1,0,9,7,1,3,4,1,16,2021-07-09 04:13:28.579394
42,1058420358,58022004,420358,แม่ลาน้อยดรุณสิกข์,Maelanoi Daroonsik,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 9 แม่ลาน้อย,แม่ลาน้อย,แม่ลาน้อย,แม่ฮ่องสอน,58120,daroonsik@gmail.com,www.daroonsik.ac.th,แม่ลาน้อย,053689243,053689242,7 มิถุนายน พ.ศ 2519,250.0,5.0,l,y,53,840,30,23 พฤศจิกายน 2563 เวลา 15:15:45 น.,34,58,40,N,แม่ฮ่องสอน,แม่ฮ่องสอน,0,1,31,4,3,6,5,1,35,2021-07-09 04:13:29.140768
1,1051510296,51012001,510296,บ้านแป้นพิทยาคม,Banaenpittayakom,นายธีระศักดิ์ แก้วสุข,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 บ้านหนองเต่า,บ้านแป้น,เมืองลำพูน,ลำพูน,51000,banpaen _ p @ hotmail.com,www.banpaen.ac.th,บ้านแป้น,053573222,053521312,09/01/2523,86.0,12.0,m,y,29,297,12,12 มิถุนายน 2562 เวลา 10:39:06 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,0,18,0,0,3,6,1,18,2021-07-09 04:13:29.708814
2,1051510293,51012003,510293,จักรคำคณาทร จังหวัดลำพูน,CHAKKHAM KHANATHON SCHOOL,นายมานัส นพคุณ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - 426,ในเมือง,เมืองลำพูน,ลำพูน,51000,chakkham@chakkham.ac.th,www.chakkham.ac.th,องค์การบริหารส่วนจังหวัดลำพูน,053525746,053525747,12/06/2484,78.8,1.5,x,y,218,3115,84,26 มิถุนายน 2561 เวลา 14:51:35 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,4,145,13,2,1,52,5,158,2021-07-09 04:13:30.358784
3,1051510297,51012004,510297,แม่ทาวิทยาคม,Maethawittayakom,นายสนั่น สิงห์ไผ่,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 ทาศาลา,ทาสบเส้า,แม่ทา,ลำพูน,51140,mt-school@hotmail.com,www.maetha.ac.th,ทาสบเส้า,053976296,053976701,2497,53.9,8.0,m,y,32,317,18,29 มิถุนายน 2560 เวลา 03:19:49 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,1,24,0,0,2,3,2,24,2021-07-09 04:13:30.917249
4,1051510305,51012005,510305,ป่าซาง,PASANG,นายประทีป สุวรรณาภัย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 บ้านหนองหอย,ป่าซาง,ป่าซาง,ลำพูน,51120,psschool@pasang.ac.th,www.pasang.ac.th,ป่าซาง,053521044,053520595,04/06/2494,89.2,3.0,l,y,38,463,15,01 สิงหาคม 2563 เวลา 21:43:24 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,1,25,1,1,1,8,2,26,2021-07-09 04:13:31.475890
5,1051510309,51012006,510309,ป่าตาลบ้านธิพิทยา,Patarnbanthipittaya School,นายณัฏฐยศ ป่าหลวง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 19 บ้านป่าตาล,บ้านธิ,บ้านธิ,ลำพูน,51180,patapee_thi@hotmail.com,patarn.ac.th,บ้านธิ,053501667,053501960,19/07/2519,85.0,1.0,m,y,24,296,14,03 พฤศจิกายน 2563 เวลา 16:41:17 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,0,16,0,0,1,6,1,16,2021-07-09 04:13:32.028309
6,1051510294,51012007,510294,ส่วนบุญโญปถัมภ์ ลำพูน,Suanboonyopathum Lamphun,ว่าที่ร้อยตรีทองศรี จินะ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 สันดอนรอม,ในเมือง,เมืองลำพูน,ลำพูน,51000,suanboon@sby.ac.th,www.sby.ac.th,ลำพูน,053535303,053511060,30/11/2442,78.3,7.0,x,y,214,3223,88,27 มิถุนายน 2561 เวลา 14:28:21 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,3,136,18,1,1,54,4,154,2021-07-09 04:13:32.656106
7,1051510298,51012008,510298,ทาขุมเงินวิทยาคาร,THAKHUMNGERNWITTAYAKARN,นายยงยุทธ กันไชยสัก,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 ทาขุมเงิน,ทาขุมเงิน,แม่ทา,ลำพูน,51170,,www.tk-lp.ac.th,ทาขุมเงิน,053574679,053574823,2519,73.1,20.0,m,y,31,299,13,02 พฤศจิกายน 2563 เวลา 22:12:37 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,0,20,0,1,2,6,1,20,2021-07-09 04:13:33.211993
8,1051510295,51012009,510295,อุโมงค์วิทยาคม,Umongwitthayakhom,นายอรรถพงษ์ เฟื่องฟู,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 315,อุโมงค์,เมืองลำพูน,ลำพูน,51150,mail@umong.ac.th,www.umong.ac.th,อุโมงค์,053982378,053559304,01/07/2502,82.7,10.0,m,y,25,171,12,29 มิถุนายน 2560 เวลา 16:13:52 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,1,15,2,0,1,4,2,17,2021-07-09 04:13:33.795343
9,1051510307,51012010,510307,น้ำดิบวิทยาคม,Namdibwittayakom,นายประดิษฐ์ วังพฤกษ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 บ้านเหล่าป่าก๋อย,น้ำดิบ,ป่าซาง,ลำพูน,51120,namdib.ndk199@gmail.com,www.ndk.ac.th/,น้ำดิบ,053508546,053508785,01/06/2521,108.0,23.0,m,y,23,346,14,14 ธันวาคม 2563 เวลา 12:45:31 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,0,19,1,1,0,0,1,20,2021-07-09 04:13:34.356711
10,1051510306,51012011,510306,วชิรป่าซาง,Wachirapasang,นายกิตติ ปานมี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 210 หมู่บ้านนครเจดีย์,นครเจดีย์,ป่าซาง,ลำพูน,51120,wp@wp.ac.th,wp.ac.th,นครเจดีย์,053555372,053555372,1 ก.พ. 2512,96.0,12.0,m,y,38,395,15,29 มิถุนายน 2563 เวลา 11:12:13 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,0,22,3,0,0,13,1,25,2021-07-09 04:13:34.911113
11,1051510299,51022001,510299,ธีรกานท์บ้านโฮ่ง,THEERAKARN BANHONG SCHOOL,นายจรัส คำอ้าย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 ห้วยกาน,บ้านโฮ่ง,บ้านโฮ่ง,ลำพูน,51130,tkb.ac.th@gmail.com,www.tkb.ac.th,เทศบาลตำบลบ้านโฮ่ง,0-5398-0510,0-5398-0510 ต่อ 103,17 พฤษภาคม 2505,142.0,5.0,l,y,57,911,31,28 มกราคม 2564 เวลา 14:05:31 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,2,50,1,3,0,5,3,51,2021-07-09 04:13:35.477734
12,1051510300,51022002,510300,บ้านโฮ่งรัตนวิทยา,Banhongrattanawittaya School,นายจักรพงษ์ ใจปัญญา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 บ้านหล่ายแก้ว,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน,51130,bhrw.school@bhrw.ac.th,http://www.bhrw.ac.th,ศรีเตี้ย,053578798,053578799,4 กุมภาพันธ์ 2529,113.0,11.0,m,y,17,126,6,29 มกราคม 2564 เวลา 15:25:39 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,0,10,1,0,0,5,1,11,2021-07-09 04:13:36.073960
13,1051510304,51022003,510304,ทุ่งหัวช้างพิทยาคม,Thung Hua Chang Pittayakom,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 บ้านหนองป่าตึง,ทุ่งหัวช้าง,ทุ่งหัวช้าง,ลำพูน,51160,tcp_school@hotmail.com,tcp.ac.th,ทุ่งหัวช้าง,053-975144,053-975144,12 ก.พ. 2522,103.0,2.0,m,y,28,415,18,06 กุมภาพันธ์ 2560 เวลา 11:18:36 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,0,0,20,1,1,0,7,0,21,2021-07-09 04:13:36.655433
14,1051510302,51022004,510302,แม่ตืนวิทยา,Maetuenwittaya School,นายธำรงค์ หน่อเรือง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 16 ใหม่สวรรค์,แม่ตืน,ลี้,ลำพูน,51110,mtwschoollpn@gmail.com,data.bopp-obec.info/web/?School_ID=1051510302,แม่ตืน,053-509398,053-509398,20 เมษายน 2519,117.0,29.4,m,y,29,289,12,26 มิถุนายน 2560 เวลา 04:45:10 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,0,19,0,0,0,7,1,19,2021-07-09 04:13:37.208645
15,1051510301,51022006,510301,เวียงเจดีย์วิทยา,Wiangjedeewittaya school,นายประชากร เขื่อนปัญญา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 วังดิน,ลี้,ลี้,ลำพูน,51110,web@wjd.ac.th,www.wjd.ac.th,-,053979822,053979234,2514,120.0,0.3,x,y,90,1562,46,25 มกราคม 2561 เวลา 17:41:21 น.,35,51,45,N,ลำพูน,ลำปาง ลำพูน,1,1,70,12,3,4,0,2,82,2021-07-09 04:13:37.810616
16,1052500517,52012002,500517,กิ่วลมวิทยา,Kiewlomwittaya,นายเธวิญ เย็นใจ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 นิคมพัฒนา,นิคมพัฒนา,เมืองลำปาง,ลำปาง,52000,kiewlomwittaya@gmail.com,data.bopp-obec.info/web/?School_ID=1052500517,นิคมพัฒนา,054-825600,054825600,1 พฤษภาคม พ.ศ. 2523,20.0,25.0,m,y,20,125,7,23 ธันวาคม 2563 เวลา 08:37:35 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,9,3,0,1,6,1,12,2021-07-09 04:13:38.382865
17,1052500519,52012003,500519,โป่งหลวงวิทยา รัชมังคลาภิเษก,Pongloungwittaya Ragchamungkalapisek,สิบเอกพงศ์กิติ แก้วกิติ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 15 บ้านโป่งหลวง,บ้านเอื้อม,เมืองลำปาง,ลำปาง,52100,,https://data.bopp-obec.info/web/?School_ID=1052500519,บ้านเอื้อม,054-011920,054011920,12 พฤษภาคม 2531,40.0,40.0,m,y,18,144,9,13 กันยายน 2562 เวลา 10:39:39 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,12,0,1,0,4,1,12,2021-07-09 04:13:38.938347
18,1052500520,52012004,500520,เมืองมายวิทยา,muangmai,ว่าที่ร้อยตรีเฉลิมศักดิ์ นนทมาลย์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 9 แพะ,บ้านแลง,เมืองลำปาง,ลำปาง,52000,office156@mml.ac.th,www.mml.ac.th,บ้านแลง,054825186,054825186,2535,37.0,37.0,s,y,17,107,9,06 สิงหาคม 2563 เวลา 12:15:51 น.,35,52,45,N,ลำปาง,ลำปาง ลำพูน,1,0,12,1,0,1,2,1,13,2021-07-09 04:13:39.505835
